	belief	argument	label	gold_graph	id	linked_paths	generated_graph_linked	generated_graph_gold	retrieved_graph
698	payday loans should not exist.	Payday loans exploit those with limited means.	support	[['payday loans', 'capable of', 'exploitation'], ['exploitation', 'used for', 'poor people'], ['poor people', 'has property', 'limited means'], ['exploitation', 'receives action', 'should not exist']]	1578	[['mean', 'distinctfrom', 'happy'], ['happy', '_hassubevent', 'get_paid'], ['get_paid', 'causesdesire', 'buy_products'], ['buy_products', 'motivatedbygoal', 'loan']]	[['mean', '_capableof', 'loan']]	[['payday loans', '_usedfor', 'paying bills'], ['paying bills', 'causes', 'would not exist']]	[['payday', 'isa', 'candy'], ['candy', '_desires', 'person'], ['person', 'notdesires', 'limited']]
1972	There should not be parades that celebrate homosexuality.	It's unfair for some people to be able to have parades while other ideas aren't as widely celebrated.	support	[['parades', 'capable of', 'honor'], ['honor', 'synonym of', 'celebrate'], ['honor', 'not desires', 'homosexuality'], ['celebrate', 'is a', 'unfair']]	2852	[['unfair', '_hasproperty', 'people'], ['people', '_hasprerequisite', 'celebrating'], ['celebrating', '_isa', 'parade']]	[['unfair', '_hasproperty', 'violence'], ['violence', 'atlocation', 'parade']]	[['parades', 'hasproperty', 'fair'], ['fair', 'distinctfrom', 'unfair']]	[['celebrate', '_desires', 'person'], ['person', 'notdesires', 'free'], ['free', 'distinctfrom', 'slavery'], ['slavery', 'isa', 'widely']]
847	Since they give weapons to our country, we shouldn't place a ban on private military companies.	The country is in need of weapons.	support	[['country', 'is a', 'need of weapons'], ['private military companies', 'capable of', 'provide weapons'], ['need of weapons', 'desires', 'provide weapons'], ['provide weapons', 'not desires', 'ban']]	1727	[['need', 'distinctfrom', 'getting'], ['getting', 'causes', 'death'], ['death', 'atlocation', 'war'], ['war', '_atlocation', 'weapons']]	[['need', 'distinctfrom', '', '_motivatedbygoal', 'kill'], ['kill', 'hasprerequisite', 'weapons']]	[['country', '_isa', '', '_atlocation', 'monkey'], ['monkey', 'desires', 'ban']]	[['private', 'hascontext', 'us'], ['us', 'hasa', 'military'], ['military', 'atlocation', 'country']]
282	Cosmetic surgery is bad.	Cosmetic surgery helps dysmorphia.	counter	[['cosmetic surgery', 'capable of', 'helps dysmorphia'], ['helps dysmorphia', 'synonym of', 'corrects deformity'], ['corrects deformity', 'is not a', 'bad']]	3529	[['dysmorphia', 'hascontext', 'pathology'], ['pathology', 'hascontext', 'medicine'], ['medicine', '_hascontext', 'addiction'], ['addiction', 'hasproperty', 'bad']]	[['dysmorphia', 'hascontext', 'medicine'], ['medicine', 'hasproperty', 'bad']]	[['cosmetic surgery', '_isa', 'plastic surgery'], ['plastic surgery', 'hasproperty', 'bad']]	[['surgery', 'isa', 'artifact'], ['artifact', '_partof', 'plant'], ['plant', '_isa', 'henna'], ['henna', 'isa', 'cosmetic']]
240	the blockade is a positive.	The blockade needs to be removed.	counter	[['blockade', 'is a', 'barrier'], ['barrier', 'not part of', 'positive'], ['barrier', 'receives action', 'removed']]	1120	[['remove', 'hascontext', 'british'], ['british', '_hascontext', 'beak'], ['beak', 'hascontext', 'nautical'], ['nautical', '_hascontext', 'blockade']]	[['remove', 'distinctfrom', '', '_usedfor', 'blockade']]	[['blockade', '_atlocation', 'vehicle bomb'], ['vehicle bomb', 'isa', 'bomb'], ['bomb', 'receivesaction', 'removed']]	-1
833	School uniforms create less conflict.	School uniforms are less distracting.	support	[['school uniforms', 'not has property', 'distracting'], ['distracting', 'causes', 'conflict'], ['conflict', 'is not a', 'conducive to learning']]	1713	[['distracting', '_capableof', 'kids'], ['kids', 'atlocation', 'home'], ['home', '_atlocation', 'hat'], ['hat', 'usedfor', 'uniforms']]	[['distracting', '_hasproperty', 'uniforms']]	[['school uniforms', 'atlocation', 'school'], ['school', 'hasproperty', 'conducive to learning']]	[['uniforms', '_usedfor', 'hat'], ['hat', 'atlocation', 'closet'], ['closet', 'atlocation', 'school']]
2300	The three strikes laws don't show any empathy, and haven't been proven to be functional.	Some cases have extenuating circumstances.	counter	[['crimes', 'part of', 'cases'], ['cases', 'capable of', 'extenuating circumstances'], ['three strikes laws', 'not made of', 'extenuating circumstances'], ['extenuating circumstances', 'desires', 'empathy']]	3180	[['extenuating_circumstance', 'hascontext', 'legal'], ['legal', '_hascontext', 'three_strikes']]	[['extenuating circumstance', '_usedfor', 'committing to memory'], ['committing to memory', 'hassubevent', 'three strikes']]	[['crimes', '_notdesires', 'person'], ['person', 'desires', 'empathy']]	-1
1757	Rules are great for kids.	Kids do not need to be completely governed by rules.	counter	[['kids', 'not desires', 'governed by rules'], ['governed by rules', 'not capable of', 'great'], ['governed by rules', 'has context', 'completely']]	2637	[['govern', 'hascontext', 'grammar'], ['grammar', '_hascontext', 'person'], ['person', '_isa', 'kid']]	[['govern', '_capableof', '', '_distinctfrom', 'kid']]	[['kids', 'hasproperty', 'very'], ['very', 'distinctfrom', 'completely']]	[['rules', 'atlocation', 'meeting'], ['meeting', '_usedfor', 'school'], ['school', '_atlocation', 'kids']]
1120	Minors may have many reasons for getting cosmetic surgery.	It is better for a minor to learn to deal with their body issues, rather than getting cosmetic surgery.	counter	[['minors', 'has property', 'still learning'], ['still learning', 'used for', 'their body'], ['their body', 'not desires', 'cosmetic surgery']]	2000	[['learn', '_capableof', 'everyone'], ['everyone', 'hasa', 'body'], ['body', 'isa', 'surgery']]	[['learn', '_motivatedbygoal', '', '_usedfor', 'exam table'], ['exam table', 'hascontext', 'surgery']]	[['minors', '_isa', '', '_usedfor', 'silicone'], ['silicone', 'atlocation', 'cosmetic surgery']]	[['cosmetic', '_isa', 'henna'], ['henna', 'isa', 'plant'], ['plant', 'similarto', 'medicine'], ['medicine', '_hascontext', 'critical'], ['critical', 'distinctfrom', 'minor']]
2223	The cost of 3 strike laws are extreme for criminals.	It is not for lack of extreme punishment that 3 strike laws impact repeat offenders.	counter	[['3 strike laws', 'not capable of', 'impact repeat offenders'], ['impact repeat offenders', 'not has property', 'extreme for criminals'], ['extreme for criminals', 'not has context', 'desired effect']]	3103	[['offenders', 'receivesaction', 'put_in_jail'], ['put_in_jail', '_causes', 'serving_justice'], ['serving_justice', '_usedfor', 'instituting_civil_action'], ['instituting_civil_action', 'hassubevent', 'strike']]	[['offenders', 'capableof', 'strike']]	[['3 strike laws', '_hasprerequisite', '', '_causesdesire', 'desire effect']]	[['cost', '_distinctfrom', 'free'], ['free', 'distinctfrom', 'imprisoned'], ['imprisoned', '_causes', 'killing'], ['killing', 'causes', 'punishment']]
350	The blockade is imperative for safety.	The blockade should stay the way it is.	support	[['blockade', 'capable of', 'preventing unwanted visitors'], ['preventing unwanted visitors', 'used for', 'safety'], ['safety', 'is a', 'imperative'], ['imperative', 'desires', 'stay']]	1230	[['way', '_isa', 'slipway'], ['slipway', 'hascontext', 'nautical'], ['nautical', '_hascontext', 'blockade']]	[['way', '_isa', 'blockade']]	[['blockade', '_atlocation', 'wall'], ['wall', 'usedfor', 'stay']]	[['imperative', '_hascontext', 'show_leg'], ['show_leg', 'hascontext', 'nautical'], ['nautical', '_hascontext', 'blockade']]
1592	Religious people should have freedom to share their views at school	No one should have to hide what they believe out of fear of offending someone else.	support	[['freedom of speech', 'is a', 'rights'], ['rights', 'at location', 'school'], ['share views', 'antonym of', 'hide'], ['rights', 'has subevent', 'share views'], ['freedom', 'part of', 'freedom of speech'], ['share views', 'used for', 'religious people'], ['rights', 'not causes', 'fear']]	2472	[['hide', '_notdesires', 'person'], ['person', 'atlocation', 'synagogue'], ['synagogue', '_atlocation', 'religious_people']]	[['hide', '_hasprerequisite', '', '_capableof', 'religious people']]	[['freedom of speech', '_hasprerequisite', 'debating politics'], ['debating politics', 'causes', 'fear']]	[['religious', '_hascontext', 'fellowship'], ['fellowship', '_desires', 'person'], ['person', 'notdesires', 'hide']]
67	Guantanamo Bay is in operation.	The US prison in Cuba houses possible terrorists captured from around the world.	support	[['guantanamo bay', 'is a', 'us prison'], ['us prison', 'has property', 'operation'], ['operation', 'at location', 'cuba'], ['cuba', 'is a', 'country'], ['country', 'capable of', 'housing possble terrorist']]	3314	[['terrorists', 'atlocation', 'afghanistan'], ['afghanistan', 'isa', 'state'], ['state', '_isa', 'surgery'], ['surgery', '_isa', 'operation']]	[['terrorists', 'capableof', '', '_isa', 'operation']]	[['guantanamo bay', '_atlocation', '', '_isa', 'housing possble terrorist']]	[['bay', 'atlocation', 'water'], ['water', 'hasproperty', 'dangerous'], ['dangerous', '_hasproperty', 'terrorists']]
236	atheism violates freedom of religion.	Atheism may offend those who are religious.	support	[['atheism', 'capable of', 'offend those'], ['offend those', 'has property', 'who are religious'], ['offend those', 'capable of', 'restrictive'], ['restrictive', 'causes', 'violates freedom'], ['violates freedom', 'has subevent', 'religion']]	3483	[['might', 'distinctfrom', 'definite'], ['definite', '_hascontext', 'queer'], ['queer', 'hascontext', 'broadly'], ['broadly', '_hascontext', 'atheism']]	[['might', 'distinctfrom', '', '_hasproperty', 'atheism']]	[['atheism', 'hascontext', 'religion']]	[['freedom', 'isa', 'belief'], ['belief', '_isa', 'atheism']]
1588	This helps with educational placement so students are challenged but not above their limitations.	All students deserve the same learning opportunities so educational placement is biased against students that are in lower levels.	counter	[['students', 'desires', 'same learning opportunities'], ['lower levels', 'desires', 'same learning opportunities'], ['educational placement', 'not capable of', 'same learning opportunities'], ['educational placement', 'capable of', 'biased']]	2468	[['learning', '_usedfor', 'classroom'], ['classroom', '_atlocation', 'students']]	[['learning', '_usedfor', 'studying'], ['studying', 'hassubevent', '', '_capableof', 'students']]	[['students', 'receivesaction', 'biased']]	[['students', 'atlocation', 'classroom'], ['classroom', 'usedfor', 'education'], ['education', '_hascontext', 'higher'], ['higher', 'distinctfrom', 'lower']]
242	Women should not be banned from combat.	Women and men are equal under the law.	support	[['women', 'desires', 'equal'], ['men', 'desires', 'equal'], ['equal', 'not capable of', 'banned from combat']]	1122	[['men', 'hascontext', 'military'], ['military', '_hascontext', 'action'], ['action', '_isa', 'ban']]	[['men', 'capableof', 'ban']]	[['women', 'receivesaction', 'banned from combat']]	[['women', '_distinctfrom', 'man'], ['man', 'distinctfrom', 'lady'], ['lady', '_distinctfrom', 'men']]
428	Treating animals as products is not humane	Animals are live creatures.	support	[['animals', 'part of', 'living things'], ['living things', 'synonym of', 'live creatures'], ['live creatures', 'not used for', 'products']]	1308	[['living_creature', '_isa', 'animal'], ['animal', '_partof', 'food'], ['food', '_isa', 'products']]	[['living creature', '_isa', '', '_atlocation', 'products']]	[['animals', '_isa', 'animals'], ['animals', 'hasa', '', '_hasa', 'products']]	[['products', 'isa', 'food'], ['food', '_isa', 'animals']]
207	Cloning is good because it can replace loved ones.	Losing a loved one is hard and cloning does not replace them but comes as close as possible by creating a person of the same genetic makeup.	support	[['cloning', 'used for', 'creating a person'], ['creating a person', 'capable of', 'replace loved ones'], ['replace loved ones', 'used for', 'loved lost one']]	3454	[['loved', '_desires', 'child'], ['child', '_causes', 'reproducing'], ['reproducing', 'usedfor', 'cloning']]	[['loved', '_motivatedbygoal', '', '_causesdesire', 'cloning']]	[['cloning', '_usedfor', '', '_isa', '', '_hascontext', 'loved lost one']]	[['cloning', '_usedfor', 'reproducing'], ['reproducing', 'causes', 'child'], ['child', 'desires', 'loved']]
1568	Humanitarian aid doesn't get to those in need.	people still get their aid	counter	[['humanitarian aid', 'capable of', 'help'], ['help', 'has context', 'people'], ['people', 'is a', 'those in need'], ['help', 'synonym of', 'aid']]	2448	[['people', 'usedfor', 'help'], ['help', 'hasprerequisite', 'aid']]	[['people', 'capableof', 'aid']]	[['humanitarian aid', 'isa', 'aid']]	[['aid', '_hasprerequisite', 'help'], ['help', '_usedfor', 'people']]
1735	Factory farming should not be banned.	Factory farming is popular worldwide.	support	[['factory farming', 'has context', 'popular worldwide'], ['popular worldwide', 'has context', 'important'], ['important', 'not desires', 'banned']]	2615	[['popular', 'hascontext', 'legal'], ['legal', '_hascontext', 'company'], ['company', '_isa', 'factory']]	[['popular', '_hasproperty', '', '_atlocation', 'factory']]	[['factory farming', 'isa', '', '_hascontext', 'banjo'], ['banjo', 'nothasproperty', 'banned']]	[['factory', 'isa', 'company'], ['company', 'hascontext', 'legal'], ['legal', '_hascontext', 'popular']]
