	belief	argument	label	gold_graph	generated_graph	retrieved_graph
948	Innocent people can end up dying due to the death penalty.	Many innocent black people are falsely convicted of crimes due to racism.	support	[['death penalty', 'capable of', 'mistakes'], ['mistakes', 'has subevent', 'innocent people'], ['innocent black people', 'capable of', 'convicted'], ['innocent black people', 'part of', 'mistakes']]	[['death penalty', '_hassubevent', '', '_causesdesire', 'mistakes']]	[['innocent', '_hasproperty', 'children'], ['children', '_usedfor', 'getting_physical_activity'], ['getting_physical_activity', 'causes', 'death'], ['death', '_causes', 'fighting_enemy'], ['fighting_enemy', 'usedfor', 'convicted']]
2127	School prayer should not be in schools.	People should be able to pray if they want to in schools.	counter	[['pray', 'has context', 'personal decision'], ['personal decision', 'has context', 'choose location'], ['schools', 'part of', 'choose location'], ['school prayer', 'part of', 'pray']]	[['pray', '_hasprerequisite', 'pray']]	[['prayer', '_usedfor', 'temple'], ['temple', 'usedfor', 'pray']]
1795	Racial profiling is wrong.	Racial profiling is efficient.	counter	[['racial profiling', 'is a', 'policing by race'], ['policing by race', 'has context', 'justified discrimination'], ['policing by race', 'capable of', 'catching criminals quickly'], ['catching criminals quickly', 'has context', 'efficient'], ['justified discrimination', 'is not a', 'wrong']]	[['racial profiling', 'isa', '', '_causes', '', '_hasproperty', 'wrong']]	[['profiling', 'hascontext', 'historical'], ['historical', '_hascontext', 'player'], ['player', 'hascontext', 'gaming'], ['gaming', '_hascontext', 'racial']]
1449	Women should be allowed to serve.	Some women serve in the military.	support	[['military', 'desires', 'variety of roles'], ['variety of roles', 'has property', 'suited to women'], ['suited to women', 'receives action', 'women serve'], ['women serve', 'created by', 'allowed to serve'], ['suited to women', 'receives action', 'women']]	[['military', '_hascontext', 'women']]	[['women', 'isa', 'soccer_league'], ['soccer_league', '_isa', 'division'], ['division', 'hascontext', 'legal'], ['legal', '_hascontext', 'serve']]
1492	Enemy can escape if it is not applicable	It needs to be used so that dangerous people will be caught	support	[['enemy', 'synonym of', 'dangerous people'], ['dangerous people', 'capable of', 'escape'], ['escape', 'antonym of', 'caught'], ['escape', 'synonym of', 'evade capture'], ['evade capture', 'has context', 'not applicable']]	[['enemy', '_isa', 'not applicable']]	[['escape', 'hascontext', 'programming'], ['programming', '_hascontext', 'free'], ['free', 'distinctfrom', 'caught']]
1499	People shouldn't kill without trial by law.	It's right to take action right after the accusation.	counter	[['take action', 'part of', 'kill'], ['necessary', 'has property', 'after the accusation'], ['kill', 'capable of', 'necessary'], ['people', 'desires', 'take action'], ['take action', 'not desires', 'trial by law']]	[['take action', '_motivatedbygoal', 'conduct trial'], ['conduct trial', 'hasprerequisite', 'trial by law']]	[['kill', '_causesdesire', 'faith'], ['faith', 'causes', 'action']]
1223	A person should have the right to choose when they will retire.	Forcing someone to retire violates their freedoms.	support	[['retire', 'desires', 'decision'], ['decision', 'has context', 'right to choose'], ['forcing someone', 'has context', 'violates their freedoms'], ['violates their freedoms', 'not part of', 'right to choose']]	[['retire', '_motivatedbygoal', '', '_causesdesire', 'right to choose']]	[['person', 'desires', 'earn_living'], ['earn_living', 'haslastsubevent', 'retire']]
2083	A job title doesn't entitle an executive to more money.	Executives have enough money, and their title shouldn't keep money from people who need it more.	support	[['title', 'not has subevent', 'higher pay'], ['higher pay', 'has context', 'more money'], ['employees', 'desires', 'more money'], ['executives', 'not receives action', 'more money']]	[['title', '_hasa', 'movie ticket'], ['movie ticket', 'usedfor', 'more money']]	[['executive', 'capableof', 'bicycle_to_work'], ['bicycle_to_work', '_capableof', 'people'], ['people', 'hasa', 'information'], ['information', '_usedfor', 'title']]
532	People should be able to adhere to any religion.	Freedom of religion means people can practice any religion.	support	[['religion', 'has context', 'traditions and values'], ['traditions and values', 'has property', 'different for everyone'], ['different for everyone', 'has context', 'freedom of religion'], ['freedom of religion', 'desires', 'any religion']]	[['religion', '_isa', 'any religion']]	[['people', 'atlocation', 'war'], ['war', '_causes', 'religion']]
1300	The money would be better spent on employees.	Employees do most of the work so the money in question should go to them.	support	[['money', 'used for', 'workers'], ['workers', 'synonym of', 'employees'], ['employees', 'used for', 'work']]	[['money', '_hasprerequisite', 'working'], ['working', 'causes', '', '_hassubevent', 'work']]	[['money', '_desires', 'company'], ['company', '_atlocation', 'employees']]
1019	Abolishing the right to keep and bear arms will keep people safe.	The right to keep and bear arms is a very American value.	counter	[['bear arms', 'used for', 'protection'], ['protection', 'part of', 'keep people safe'], ['keep people safe', 'part of', 'american value']]	[['bear arms', '_capableof', 'bear'], ['bear', 'isa', 'american value']]	[['arms', '_atlocation', 'cat'], ['cat', 'atlocation', 'park'], ['park', '_atlocation', 'bear']]
2141	Journalism is not in need of subsidies.	Government subsidies should not be used for Journalism and would be better used for social programs.	support	[['government subsidies', 'used for', 'in need'], ['social programs', 'has context', 'in need'], ['journalism', 'not part of', 'has need'], ['journalism', 'not desires', 'government subsidies']]	[['government subsidies', '_isa', 'government subsidies']]	[['journalism', 'isa', 'power'], ['power', 'hascontext', 'social']]
1239	People who don't know about the candidates should not be required to vote.	An influx of uneducated voters will undermine the democratic process of electing the most representative official.	support	[['people', 'part of', 'uneducated voters'], ['uneducated voters', 'not receives action', 'required to vote'], ['required to vote', 'capable of', 'undermining'], ['undermining', 'used for', 'democratic process']]	[['people', 'hasa', '', '_isa', 'democratic process']]	[['people', 'capableof', 'voice_opinions'], ['voice_opinions', '_capableof', 'voters']]
397	Vulnerable people are taken advantage of by missionaries.	Missionaries help the disadvantaged in exchange for their acceptance of religion.	support	[['missionary work', 'used for', 'vulnerable people'], ['vulnerable people', 'desires', 'assistance'], ['assistance', 'synonym of', 'help'], ['help', 'has property', 'conditional'], ['conditional', 'has context', 'acceptance of religion'], ['acceptance of religion', 'has subevent', 'taken advantage of']]	[['missionary work', '_usedfor', 'learning about world'], ['learning about world', 'causes', 'people'], ['people', 'receivesaction', 'taken advantage of']]	[['vulnerable', 'hascontext', 'computing'], ['computing', '_hascontext', 'exploit'], ['exploit', '_hasfirstsubevent', 'reach_advantage'], ['reach_advantage', 'hasprerequisite', 'disadvantaged']]
1309	Burning a country's flag should be okay.	Freedom of speech is protected under the first amendment.	support	[['burning', 'has context', 'nothing wrong'], ['nothing wrong', 'has context', 'should be okay'], ['freedom of speech', 'part of', 'first amendment'], ['burning', 'part of', 'freedom of speech']]	[['burning', '_hassubevent', 'obstructing justice'], ['obstructing justice', 'usedfor', 'freedom of speech']]	[['flag', 'atlocation', 'country'], ['country', 'usedfor', 'go_on_vacation'], ['go_on_vacation', '_causesdesire', 'freedom']]
776	private military companies are profit driven.	Private military companies have an obligation to the shareholder.	support	[['private military companies', 'capable of', 'obligation'], ['obligation', 'has context', 'shareholder'], ['shareholder', 'has context', 'profit driven']]	[['private military companies', 'isa', 'companies'], ['companies', 'hasa', 'employees'], ['employees', 'hasproperty', 'profit driven']]	[['profit', '_distinctfrom', 'cost'], ['cost', '_hasa', 'change'], ['change', '_usedfor', 'military']]
452	Cheaper and more affordable products are available.	Competition breeds lower prices.	support	[['competition', 'causes', 'lower prices'], ['lower prices', 'synonym of', 'cheaper'], ['lower prices', 'synonym of', 'more affordable']]	[['competition', '_usedfor', '', '_isa', 'beanbag'], ['beanbag', 'hasproperty', 'more affordable']]	[['products', 'atlocation', 'store'], ['store', 'atlocation', 'city'], ['city', '_isa', 'capital'], ['capital', 'distinctfrom', 'lower']]
357	Factory farming should be banned.	Factory farming is not abusive to animals.	counter	[['factory farming', 'not causes', 'abuse'], ['abuse', 'used for', 'animals'], ['animals', 'used for', 'eating'], ['eating', 'not receives action', 'banned']]	[['factory farming', 'isa', '', '_hascontext', 'banjo'], ['banjo', 'nothasproperty', 'banned']]	[['factory', '_isa', 'artifact'], ['artifact', 'usedfor', 'contact'], ['contact', '_entails', 'farming']]
2249	Mothers should not be forced to have kids and give them up for adoption.	Many new mothers may experience postpartum depression.	support	[['mothers', 'desires', 'choice'], ['choice', 'has context', 'not be forced'], ['new mothers', 'has property', 'postpartum depression'], ['new mothers', 'part of', 'mothers'], ['mothers', 'capable of', 'give birth'], ['give birth', 'synonym of', 'have kids'], ['choice', 'not has context', 'give them up'], ['choice', 'not has context', 'adoption']]	[['mothers', '_usedfor', 'reproducing'], ['reproducing', 'causes', 'offspring']]	[['forced', '_notdesires', 'person'], ['person', 'desires', 'experience']]
239	A blockade in international waters can be effective for security, as has been done when the US and Britain blockaded Germany and Japan.	Protection from blockades can't be compromised	support	[['international waters', 'desires', 'protection'], ['protection', 'causes', 'security'], ['security', 'created by', 'blockades'], ['blockades', 'used for', 'countries']]	[['international waters', '_atlocation', 'islands'], ['islands', 'isa', 'countries']]	[['blockade', 'hascontext', 'chess'], ['chess', '_hascontext', 'cover'], ['cover', 'usedfor', 'protection']]
416	Intelligence tests can identify children who will need extra help with their education.	Some kids need more help than others	support	[['intelligence tests', 'used for', 'kids'], ['kids', 'part of', 'children'], ['children', 'desires', 'help'], ['help', 'used for', 'their education']]	[['intelligence tests', '_usedfor', '', '_atlocation', 'educational system'], ['educational system', 'usedfor', 'their education']]	[['intelligence', '_causes', 'learning'], ['learning', '_usedfor', 'going_to_play'], ['going_to_play', 'usedfor', 'kids']]
1039	Foster care home intentions are not known and cannot be trusted	foster care needs to be improved in the US	support	[['foster care', 'desires', 'be improved'], ['foster care', 'is a', 'inconsistent'], ['inconsistent', 'is a', 'not known']]	[['foster care', 'hascontext', 'not known']]	[['home', 'distinctfrom', 'work'], ['work', '_isa', 'care']]
2339	Students need to be guided and supported, and it's important because they are our future.	Students need to learn self reliance.	counter	[['students', 'desires', 'learn self reliance'], ['learn self reliance', 'not capable of', 'guided and supported'], ['guided and supported', 'is a', 'overrated'], ['overrated', 'is not a', 'important'], ['students', 'desires', 'education'], ['education', 'is not a', 'the future']]	[['students', 'atlocation', '', '_isa', 'future']]	[['students', 'desires', 'learn']]
35	Algorithmic trading should not be banned.	Many people trade via algorithmic trading.	support	[['many people', 'desires', 'algorithmic trading'], ['algorithmic trading', 'capable of', 'democratize stock market'], ['democratize stock market', 'not desires', 'banned']]	[['many people', 'hasproperty', 'allergic to peanuts'], ['allergic to peanuts', 'receivesaction', 'banned']]	[['trading', '_hascontext', 'job'], ['job', '_isa', 'police'], ['police', 'isa', 'people']]
